Population;Cycle;Group;Hatch_Date;Data_Date;Age_Days;Indv_Weight;Mean_Length;Length StdDev;Length CoeffVar;Min Length;Max Length;Mean_Width;Width StdDev;Width CoeffVar;Min Width;Max Width;Mean_Area;Area StdDev;Area CoeffVar;Mean_L/W Ratio;L/W Ratio StdDev;L/W Ratio CoeffVar;Min L/W Ratio;Max L/W Ratio;Mean_Circularity;Min Circularity;Max Circularity;Greyness_I-Mean;Instar;Note;;;;;;;;;;;;;;;;;;
V;C4;P1;2023-09-03;2023-09-14;11;0.0529;11.6;2.1;18.6;7.8;15.4;4;1;24.5;2.7;6.6;30.9;10.2;34.3;3;0.7;22.4;1.3;3.9;2.2;1.8;2.6;58.65841916;;;;;;;;;;;;;;;;;;;;
AAP;C5;P1;2023-08-25;2023-09-14;20;0.0612;12.7;1.6;12.6;8.6;16.6;4.8;1.2;24.6;3.2;9.6;38.3;7.5;19.6;2.8;0.7;24.2;1.3;3.9;2.2;1.9;3.4;55.08459065;;;;;;;;;;;;;;;;;;;;
AAP;C5;P1;2023-08-25;2023-09-14;20;0.0648;12.5;2.8;21.7;8.1;17.2;5;1.6;30.9;3.7;6.9;38.5;12.6;31.1;2.6;0.7;28.3;1.3;3.7;2.2;2;2.5;51.51102865;;;;;;;;;;;;;;;;;;;;
V;C3;P1;2023-08-16;2023-09-14;29;0.1566;18.8;4.6;25.3;15.1;22.2;6.3;1.4;22;5;8.1;81.8;23.3;29.6;3;0.5;18.4;2.1;3.6;2.1;1.9;2.7;30.52445888;;;;;;;;;;;;;;;;;;;;
FNDR1;C2.1;P1;2023-09-08;2023-09-14;6;0.0036;4.4;1.5;35.4;3;7.4;1.6;0.9;53;0.8;2.7;4.6;3.6;76.2;2.8;0.7;26.6;1.6;4.3;2.2;1.8;3.1;111.0416274;;;;;;;;;;;;;;;;;;;;
SC;C5;P1;2023-09-08;2023-09-14;6;0.015;7.8;1.7;22.6;5.4;10.7;2.7;0.7;26.3;1.8;4.6;13.5;5.2;42.3;3;0.6;19.3;1.7;3.8;2.2;1.9;3.1;91.08440276;;;;;;;;;;;;;;;;;;;;
SC;C5;P1;2023-09-08;2023-09-14;6;0.0224;8.5;2;24.7;6.1;11.3;3;0.9;30.3;2.1;4.8;17;6.4;39.6;2.8;0.6;24;1.8;3.8;2.1;1.8;2.8;76.48287767;;;;;;;;;;;;;;;;;;;;
SM;C3;P1;2023-08-09;2023-09-14;36;0.1193;15.9;2.9;18.9;11.5;19.6;5.7;1.2;21.2;4.1;8.4;60;16.1;27.7;2.9;0.5;17.6;1.9;3.6;2.1;1.9;2.4;34.84180278;;;;;;;;;;;;;;;;;;;;
SA;C4;P1;2023-08-28;2023-09-14;17;0.049;11.9;2.9;25.5;8.2;15.4;4.3;1.1;25.6;2.7;6.7;33.9;12.1;37.5;2.8;0.6;22;1.4;3.6;2.2;1.7;2.6;59.45256181;;;;;;;;;;;;;;;;;;;;
SA;C4;P1;2023-08-28;2023-09-14;17;0.0588;12.7;1.4;11.2;10.3;14.7;4.3;0.8;17.7;3.1;6.1;37.2;7.2;19.4;3;0.5;17.1;1.9;4.2;2.1;1.8;2.8;53.52967106;;;;;;;;;;;;;;;;;;;;
AA;C5;P1;2023-08-28;2023-09-14;17;0.056;12.7;2.3;18.1;9.7;16.5;4.5;0.8;17.1;2.9;6.4;38.1;11.9;31.9;2.9;0.5;16.3;2.1;3.8;2.2;1.9;2.6;53.95604497;;;;;;;;;;;;;;;;;;;;
AUS;C1;P1;2023-08-02;2023-09-14;43;0.1187;16.9;3;18.5;13.5;20.9;5.9;1.1;19.2;4.5;8.5;69.6;18.1;26.8;2.9;0.5;17;2.1;4;2.1;1.7;2.7;28.92086876;;;;;;;;;;;;;;;;;;;;
V;C3;P1;2023-08-16;2023-09-15;30;0.1607;17.5;3.3;18.5;12.3;24.3;6.1;2.2;34.3;4.6;7.8;70.9;27.5;36.8;2.9;0.6;22.2;1.7;4.4;2.2;1.9;2.8;29.66934609;;;;;;;;;;;;;;;;;;;;
AAP;C5;P1;2023-08-25;2023-09-15;21;0.084;14.3;1.6;11.3;10.8;17.7;4.5;0.7;14.7;3.4;6.4;44.4;9.3;20.9;3.2;0.4;11.4;2.3;3.8;2.2;2;2.7;49.56013633;;;;;;;;;;;;;;;;;;;;
AAP;C5;P1;2023-08-25;2023-09-15;21;0.0634;12.5;2;15.8;7.8;16.1;4.9;1.2;25.1;3.3;9.3;39.3;7.5;19.1;2.7;0.8;29.4;1.1;4.8;2.1;1.9;2.8;53.75161412;;;;;;;;;;;;;;;;;;;;
FNDR1;C2.1;P1;2023-09-08;2023-09-15;7;0.02;8.1;1.5;18.3;5.8;10;2.7;1.1;37.4;1.6;4.2;14.3;4.7;32.7;3;0.7;23;1.8;4.4;2.2;1.8;2.8;77.4289943;;;;;;;;;;;;;;;;;;;;
SM;C3;P1;2023-08-09;2023-09-15;37;0.1174;16.1;1.9;11.6;12.2;19.5;5.6;0.9;16.7;4.2;8.5;61.2;11;17.9;2.9;0.6;18.7;1.6;3.9;2.1;1.9;2.5;34.91027513;;;;;;;;;;;;;;;;;;;;
SC;C5;P1;2023-09-08;2023-09-15;7;0.0295;9.4;2.2;24.7;6.3;13.3;3.3;0.8;24.7;2.3;4.8;20;8;44.6;2.9;0.5;17.9;1.7;3.8;2.2;1.8;2.6;81.32060112;;;;;;;;;;;;;;;;;;;;
SC;C5;P1;2023-09-08;2023-09-15;7;0.0235;8.5;1.5;18.7;5.3;10.9;2.9;0.7;25;2;4.5;16.9;6.6;41.4;3;0.5;17;1.6;3.7;2.1;1.8;2.5;81.79961543;;;;;;;;;;;;;;;;;;;;
S;C4;P1;2023-08-13;2023-09-15;33;0.1415;19.3;4.1;22.2;16.3;22.1;5.9;1.1;18.8;4.9;6.6;85.5;21.5;26.6;3.3;0.4;13.9;2.5;3.6;2.1;1.8;2.4;28.95776352;;;;;;;;;;;;;;;;;;;;
SMIX;C3.1;P1;2023-09-08;2023-09-15;7;0.015;7.4;1.4;21;5.4;9.3;2.4;0.5;23.1;1.7;3.1;11.8;4;38.1;3.1;0.5;16.5;2;4.5;2.2;1.8;2.9;92.63244066;;;;;;;;;;;;;;;;;;;;
AUQ;C1;P1;2023-09-04;2023-09-15;11;0.0555;12.2;2.2;18.5;7.9;15.8;4.5;0.9;19.9;2.9;6.6;35.2;9.2;26.7;2.8;0.5;19;1.8;3.6;2.1;1.7;2.9;60.93992235;;;;;;;;;;;;;;;;;;;;
AUQ;C1;P1;2023-09-04;2023-09-15;11;0.0561;11.9;2.2;18.8;9.4;15.9;4.3;1;24.7;2.8;6.4;32.5;9.5;30.8;2.9;0.6;22;1.7;3.9;2.2;1.8;2.7;61.89406505;;;;;;;;;;;;;;;;;;;;
V;C4;P1;2023-09-03;2023-09-15;12;0.0347;10;1.9;19;6.7;14.1;4;0.9;22;2.9;5.9;25.3;7.1;28.4;2.6;0.7;25.7;1.3;3.7;2.1;1.8;2.6;69.30206071;;;;;;;;;;;;;;;;;;;;
V;C4;P1;2023-09-03;2023-09-15;12;0.051;11.6;2;18.1;8.9;15.4;4.2;1;24.8;2.8;6.6;31.6;9.9;32.6;2.9;0.7;24.2;1.5;3.9;2.2;1.9;2.5;60.68949111;;;;;;;;;;;;;;;;;;;;
SA;C4;P1;2023-08-28;2023-09-15;18;0.0675;13.1;1.2;9.4;9.7;15.2;5.1;0.9;17.6;3.7;7.4;41;5.5;13.5;2.7;0.6;21.6;1.5;3.8;2.2;1.9;3.2;52.90099916;;;;;;;;;;;;;;;;;;;;
SA;C4;P1;2023-08-28;2023-09-15;18;0.0776;13.5;4.2;30.5;11.2;15.4;5.2;1.7;32.6;3.3;7.2;42.7;18.8;41.2;2.7;0.9;34.2;1.6;4.2;2.2;1.9;2.6;58.16485826;;;;;;;;;;;;;;;;;;;;
AA;C5;P1;2023-08-28;2023-09-15;18;0.0688;12.7;3.5;29.9;8.7;16.9;5;1.4;30.9;3.1;8;38.8;14.2;41.3;2.6;0.6;25.4;1.1;3.6;2.2;1.9;2.6;64.27011932;;;;;;;;;;;;;;;;;;;;
AA;C5;P1;2023-08-28;2023-09-15;18;0.0862;13.9;3.5;27.6;10.6;17.1;4.9;1.3;28.5;3.6;6.5;44.5;15.8;40;2.9;0.6;19.7;1.6;3.7;2.2;2;2.5;61.79155128;;;;;;;;;;;;;;;;;;;;
AUS;C1;P1;2023-08-02;2023-09-15;44;0.1223;17.5;4.3;26;14.9;20.9;5.9;1.9;32.6;4.2;8.4;71.8;28.1;41.1;3;0.6;19.9;2;4;2.1;1.8;2.6;39.04967904;;;;;;;;;;;;;;;;;;;;
AA;C5;P1;2023-08-28;2023-09-18;21;0.0708;12.8;2;15.4;10.5;15.2;4.9;1.7;31.3;3.2;6.5;41.3;20.4;43.7;2.7;0.5;18.8;1.9;3.6;2.1;1.8;2.4;50.5400274;;;;;;;;;;;;;;;;;;;;
AA;C5;P1;2023-08-28;2023-09-18;21;0.0833;13.6;2.9;22.4;10.2;15.7;5.2;1;19.6;3.7;7.2;46.5;12.8;29.1;2.6;0.5;21.4;1.6;3.3;2.1;1.8;2.8;46.95992425;;;;;;;;;;;;;;;;;;;;
V;C4;P1;2023-09-03;2023-09-18;15;0.0577;12.6;2.4;18.3;8.6;16.7;4.7;1.9;36.9;3.3;5.9;40.8;17.3;39.2;2.7;0.5;19;1.7;3.4;2;1.8;2.2;49.99691943;;;;;;;;;;;;;;;;;;;;
V;C4;P1;2023-09-03;2023-09-18;15;0.0541;12.6;2.2;17.7;10.1;16.5;4.3;0.7;16.2;3.6;5.4;37.5;11.9;33.4;3;0.4;12.6;2.2;3.5;2;1.8;2.6;55.92100996;;;;;;;;;;;;;;;;;;;;
FNDR1;C2.1;P1;2023-09-08;2023-09-18;10;0.0204;8.4;2;25.2;6;10.8;3;0.9;33;1.8;4;18;8.1;51.1;2.9;0.4;12.9;2.1;3.5;1.9;1.7;2.6;73.19050899;;;;;;;;;;;;;;;;;;;;
SC;C5;P1;2023-09-08;2023-09-18;10;0.0823;13.7;1.5;10.6;11.2;16.5;4.6;0.8;18.1;3.4;6.7;41.4;8.5;20.5;3.1;0.5;16.5;1.7;3.6;2.3;1.9;2.7;46.66075719;;;;;;;;;;;;;;;;;;;;
SC;C5;P1;2023-09-08;2023-09-18;10;0.1272;15.8;4.7;32.3;11.7;18.9;5.8;1.8;32.4;3.8;8;60.2;23.6;42.9;2.8;0.6;22.9;1.8;3.5;2.1;1.8;2.6;56.93850562;;;;;;;;;;;;;;;;;;;;
SMIX;C3.1;P1;2023-09-08;2023-09-18;10;0.0435;11.2;2.4;22.7;8.9;13;3.6;0.8;23.8;2.5;4.8;27.8;9.3;36;3.2;0.5;14.9;2.5;4.1;2.2;1.9;2.6;63.54566002;;;;;;;;;;;;;;;;;;;;
AUQ;C1;P1;2023-09-04;2023-09-18;14;0.0677;12.7;3.4;29;10.1;15.1;4.3;1.9;44.3;3.3;5.9;37.7;18;49.9;3;0.5;16.6;2.3;3.6;2.1;1.7;2.5;62.27361829;;;;;;;;;;;;;;;;;;;;
AUQ;C1;P1;2023-09-04;2023-09-18;14;0.0796;14.1;4.1;31.8;11.2;17.5;4.7;1.3;28.4;3.8;5.7;47.7;19.4;44;3;0.5;18.8;2;3.5;2.1;1.8;2.4;54.49514427;;;;;;;;;;;;;;;;;;;;
AAP;C5;P1;2023-08-25;2023-09-18;24;0.0908;14.5;2.7;19;12;19;5;1.2;24.5;3.8;8.5;49.8;13;27.1;3;0.4;13.8;1.8;3.6;2.1;1.8;2.5;46.9335077;;;;;;;;;;;;;;;;;;;;
AAP;C5;P1;2023-08-25;2023-09-18;24;0.092;14.5;4.2;29.2;11.1;18;4.9;1.5;31.2;3.9;7.1;49.1;20.1;40.6;3;0.6;19.8;1.6;3.8;2.2;1.9;3.7;44.14089622;;;;;;;;;;;;;;;;;;;;
SA;C4;P1;2023-08-28;2023-09-18;21;0.0853;13.6;3.1;24.9;11.9;15.7;5.3;1.3;26.3;3.9;6.8;45.7;13.8;33;2.6;0.4;15.3;1.9;3.3;2.1;1.9;2.8;53.93915733;;;;;;;;;;;;;;;;;;;;
SA;C4;P1;2023-08-28;2023-09-18;21;0.066;12.6;2.1;17.5;9.6;15.4;5;1.1;22.1;3.4;7.4;40.9;9.6;24.2;2.6;0.6;21.8;1.6;4;2;1.8;2.6;57.17731902;;;;;;;;;;;;;;;;;;;;
V;C3;P1;2023-08-16;2023-09-18;33;0.1394;19.2;3;16.1;15.1;21.6;5.8;0.9;16.7;4.4;7.1;83.5;19.1;23.5;3.3;0.4;10.7;2.1;4;2.2;1.9;2.6;28.02805987;;;;;;;;;;;;;;;;;;;;
S;C4;P1;2023-08-13;2023-09-18;36;0.1528;20.4;4.1;21.1;17.4;22.7;5.8;1.1;19.2;5;6.6;88.6;23.4;28;3.5;0.4;10.6;3.2;4;2.2;1.9;2.8;31.53727901;;;;;;;;;;;;;;;;;;;;
SM;C3;P1;2023-08-09;2023-09-18;40;0.1116;16.3;4;26;12.6;21.6;5.8;1.6;28.6;4.3;9.7;62.8;19.4;33.6;2.9;0.7;23.2;1.9;4.3;2.2;1.9;2.6;34.30058922;;;;;;;;;;;;;;;;;;;;
SA;C4;P1;2023-08-28;2023-09-19;22;0.0752;13.7;1.5;11.3;11.1;16.2;5.1;0.8;16.4;4;6.9;47.2;7.9;17.1;2.8;0.5;17.7;1.6;3.4;2;1.8;2.3;43.67268564;;;;;;;;;;;;;;;;;;;;
SA;C4;P1;2023-08-28;2023-09-19;22;0.0824;13.5;2.5;18.6;10.1;16;5.1;1;21.1;4;7.7;45.4;9.4;21.4;2.8;0.6;21.7;1.4;3.7;2.1;1.8;2.7;43.84280437;;;;;;;;;;;;;;;;;;;;
S;C4;P1;2023-08-13;2023-09-19;37;0.1629;19.7;3.2;16.7;17.4;22;6.1;1.3;22.1;4.8;9.6;86;17.9;21.5;3.3;0.6;19.3;1.9;4.2;2.2;2;2.6;26.77102728;;;;;;;;;;;;;;;;;;;;
V;C3;P1;2023-08-16;2023-09-19;34;0.1421;19.4;3.7;19.9;16.8;21.5;6.1;2;34.1;4.7;15.3;82.7;21.6;27.5;3.3;0.6;19.9;1.3;4.2;2.4;1.9;5.2;28.60690148;;;;;;;;;;;;;;;;;;;;
SMIX;C3.1;P1;2023-09-08;2023-09-19;11;0.0442;11.2;2.2;20.6;6.4;13.5;4.2;1;23.7;2.8;6.4;29.8;8.9;30.8;2.7;0.6;20.9;1.3;3.8;2.2;1.9;2.5;58.39656634;;;;;;;;;;;;;;;;;;;;
SC;C5;P1;2023-09-08;2023-09-19;11;0.1536;16.5;2.3;14;10.5;21.2;5.9;2.3;35.5;4;8;66;17.9;26.1;2.8;0.6;21.4;1.4;3.5;2.1;1.9;2.4;43.0922926;;;;;;;;;;;;;;;;;;;;
SC;C5;P1;2023-09-08;2023-09-19;11;0.1008;14.4;1.8;12.8;10.8;17.6;5.2;1;20.2;3.7;8.2;47.5;10.4;21.8;2.9;0.6;21.6;1.6;3.8;2.3;2;2.7;46.69981081;;;;;;;;;;;;;;;;;;;;
FNDR1;C2.1;P1;2023-09-08;2023-09-19;11;0.0207;8.5;1.5;18.5;6;10.9;3.3;0.9;29.5;2;6.3;18.3;6.2;35.5;2.7;0.5;17.6;1.3;3.2;2;1.8;2.6;68.03381029;;;;;;;;;;;;;;;;;;;;
V;C4;P1;2023-09-03;2023-09-19;16;0.0586;12.7;3.3;27.3;8.7;17;4.5;1.1;24.5;3.1;6.4;38.8;14.2;39;2.8;0.5;18.8;1.6;3.7;2.1;1.9;2.8;55.57587411;;;;;;;;;;;;;;;;;;;;
V;C4;P1;2023-09-03;2023-09-19;16;0.0622;13;1.7;13.2;8.5;17;5.1;0.9;17.3;3.9;7.7;42;7.6;18;2.6;0.6;22;1.1;3.5;2.1;1.8;2.3;49.86467424;;;;;;;;;;;;;;;;;;;;
AA;C5;P1;2023-08-28;2023-09-19;22;0.06;12.8;1.6;12.7;9.5;15.5;5;0.8;17.1;3.8;7.2;42;6.4;15.2;2.6;0.5;19.8;1.5;3.5;2;1.7;2.5;44.75414254;;;;;;;;;;;;;;;;;;;;
AA;C5;P1;2023-08-28;2023-09-19;22;0.0684;12.8;1.9;15.1;9.1;15.8;5.1;0.7;14.8;3.9;6.7;42.8;8.9;21.2;2.6;0.5;19.2;1.5;3.5;2;1.7;2.3;42.29214339;;;;;;;;;;;;;;;;;;;;
AUQ;C1;P1;2023-09-04;2023-09-19;15;0.0832;14.6;2.9;20.4;9.8;17.6;4.9;1;21.4;3.7;8.2;47.9;11.3;24.6;3;0.7;22.7;1.2;4.2;2.2;1.9;2.7;45.76406927;;;;;;;;;;;;;;;;;;;;
AUQ;C1;P1;2023-09-04;2023-09-19;15;0.0908;14.8;4.2;30.8;11.3;18;5;1.3;28.2;3.6;7.3;48.8;18.1;41.1;3;0.7;23.6;1.6;3.8;2.2;1.8;2.9;49.53543948;;;;;;;;;;;;;;;;;;;;
AAP;C5;P1;2023-08-25;2023-09-19;25;0.0775;13.5;2.7;20.1;9.1;16.9;5.5;1.9;34.2;4.1;7.8;46.5;14.2;30.3;2.6;0.7;26;1.2;3.7;2.1;1.8;2.4;49.9670567;;;;;;;;;;;;;;;;;;;;
AAP;C5;P1;2023-08-25;2023-09-19;25;0.0883;14.3;3.9;30.1;10.8;16.9;5.2;1.3;27.5;3.7;6.6;48;16.5;38.6;2.8;0.6;20.7;1.9;3.8;2.2;2;2.6;51.95464983;;;;;;;;;;;;;;;;;;;;
SMIX;C3.1;P1;2023-09-08;2023-09-20;12;0.0529;11.3;2.6;23.9;7.2;14.3;4.8;1.3;28.6;3.4;7.2;32.7;11.5;37.3;2.4;0.5;20.7;1.6;3.5;2.1;1.8;2.5;57.23132702;;;;;;;;;;;;;;;;;;;;
V;C4;P1;2023-09-03;2023-09-20;17;0.0633;12.6;2.1;16.6;9.2;16.5;5.4;1.2;22;3.7;8;41.4;10.6;25.5;2.5;0.7;27.3;1.3;3.8;2.1;1.9;2.4;52.08587886;;;;;;;;;;;;;;;;;;;;
V;C4;P1;2023-09-03;2023-09-20;17;0.0683;12.7;2.2;17.6;8.6;17.8;5.5;1.2;21.6;3.6;8.4;43.2;10.4;24;2.4;0.7;27.3;1.2;3.5;2.1;1.9;2.4;48.94886499;;;;;;;;;;;;;;;;;;;;
FNDR1;C2.1;P1;2023-09-08;2023-09-20;12;0.0171;7.8;1.8;23.7;4;11.9;3.1;0.9;30.9;2;5.2;15.4;7.3;50.9;2.6;0.5;20.4;1.1;3.5;2.1;1.7;2.7;75.68839326;;;;;;;;;;;;;;;;;;;;
SC;C5;P1;2023-09-08;2023-09-20;12;0.1187;15.3;3.5;22.5;8.9;19.6;5.6;1.5;26;4.1;8.3;54.6;16.8;29.7;2.8;0.6;22.8;1.2;3.7;2.2;1.9;2.7;42.50753689;;;;;;;;;;;;;;;;;;;;
SC;C5;P1;2023-09-08;2023-09-20;12;0.1628;16.5;3.7;23;12.2;22.1;6.2;1.5;25;4.2;9.7;66.9;20.7;32.2;2.7;0.5;19.5;1.7;3.6;2.1;1.8;3;44.07388163;;;;;;;;;;;;;;;;;;;;
AUQ;C1;P1;2023-09-04;2023-09-20;16;0.1029;15.9;3.8;25.6;9.1;19.5;5.3;1.2;23.4;4.1;7.4;55.8;17;32.5;3.1;0.7;23.1;1.4;3.8;2.2;1.9;2.6;49.99285661;;;;;;;;;;;;;;;;;;;;
AUQ;C1;P1;2023-09-04;2023-09-20;16;0.0888;14.5;3.4;25.1;10.4;17.9;5.3;1.4;27.2;3.9;7.4;49.2;15.6;34;2.8;0.7;24.1;1.5;3.7;2.2;1.9;2.7;52.98071173;;;;;;;;;;;;;;;;;;;;
SA;C4;P1;2023-08-28;2023-09-20;23;0.0859;13.9;2.8;21.4;11.6;16.7;5.6;1.3;24.2;3.8;8.1;47.3;12.3;27.8;2.6;0.6;24.9;1.5;3.9;2.2;1.9;2.6;48.16901538;;;;;;;;;;;;;;;;;;;;
SA;C4;P1;2023-08-28;2023-09-20;23;0.0697;12.5;3.2;27.4;9;14.8;5.2;1.5;30.1;3.5;8;40.6;12.5;33.7;2.5;0.6;25.6;1.4;3.5;2.1;1.8;2.5;57.43958509;;;;;;;;;;;;;;;;;;;;
AAP;C5;P1;2023-08-25;2023-09-20;26;0.0807;13.6;3.9;31.4;9.1;16.3;5.2;1.6;34.5;3.7;8;45;16.6;41.7;2.7;0.6;22.4;1.3;3.6;2.2;1.8;2.4;56.14324726;;;;;;;;;;;;;;;;;;;;
AAP;C5;P1;2023-08-25;2023-09-20;26;0.0941;14.6;3.7;27.5;11.8;17.3;5.4;1.4;28.4;3.9;7;50.2;15.7;34.3;2.8;0.6;21.5;1.7;3.7;2.2;1.9;2.4;54.88584764;;;;;;;;;;;;;;;;;;;;
AA;C5;P1;2023-08-28;2023-09-20;23;0.0575;12.4;2.1;17.7;9.5;15.9;4.7;1;22;3.3;7.3;38.8;9.5;25.4;2.7;0.5;19.4;1.3;3.9;2;1.8;2.3;45.65516192;;;;;;;;;;;;;;;;;;;;
AA;C5;P1;2023-08-28;2023-09-20;23;0.0636;12.4;2.6;21.7;8.4;15.3;4.9;1.2;24.4;3.3;7.3;39.4;10.8;28.9;2.6;0.6;23.4;1.2;3.5;2;1.8;2.3;53.47567393;;;;;;;;;;;;;;;;;;;;
SC;C5;P1;2023-09-08;2023-09-21;13;0.1614;17.2;4.4;27;11.9;21.8;6;1.4;25.3;4;8.9;69.1;25.9;40.3;2.9;0.6;21;2.2;4.2;2.1;1.8;2.5;49.82268094;;;;;;;;;;;;;;;;;;;;
SC;C5;P1;2023-09-08;2023-09-21;13;0.1466;16.5;2.8;17.5;12.1;19.6;5.9;1.3;22.7;4;8.5;60.9;15.1;25.6;2.9;0.6;21;1.9;4.2;2.3;2;2.7;42.75627683;;;;;;;;;;;;;;;;;;;;
FNDR1;C2.1;P1;2023-09-08;2023-09-21;13;0.0169;7.9;1.8;22.3;5.2;12.5;3.5;0.7;18.5;2.4;5.1;16.5;4.9;29.4;2.3;0.7;31.1;1.2;4.4;2.2;1.8;3.6;70.6845898;;;;;;;;;;;;;;;;;;;;
V;C4;P1;2023-09-03;2023-09-21;18;0.0658;12.9;1.6;12.7;9.8;16.9;5.2;1.2;23.7;3.7;8.3;42;7.1;16.9;2.6;0.7;26.9;1.3;3.5;2.1;1.8;2.4;52.52612767;;;;;;;;;;;;;;;;;;;;
V;C4;P1;2023-09-03;2023-09-21;18;0.0783;13.6;1.7;12.5;9.6;17.1;5.3;1.6;28.2;4;7.1;46.6;11.7;24.4;2.6;0.6;22.7;1.6;3.4;2.1;1.8;2.5;47.90280849;;;;;;;;;;;;;;;;;;;;
SMIX;C3.1;P1;2023-09-08;2023-09-21;13;0.0562;11.7;2.1;17.9;7.3;15.1;4.5;0.7;16.1;3.2;6;34.1;10.2;30.4;2.6;0.5;21;1.4;3.8;2.1;1.8;2.6;55.959662;;;;;;;;;;;;;;;;;;;;
V;C3;P1;2023-08-16;2023-09-21;36;0.1413;19.7;3.5;18.3;16.1;21.9;5.7;0.8;13.8;5;6.4;83.8;19.7;24.8;3.4;0.4;13.1;3.1;4;2.2;2;2.8;26.83886654;;;;;;;;;;;;;;;;;;;;
AUQ;C1;P1;2023-09-04;2023-09-21;17;0.0957;14.6;1.3;9.1;11.9;16.3;5.3;0.9;17.2;4.3;7.7;48.5;7.1;14.6;2.8;0.6;19.9;1.8;3.5;2.3;1.9;2.6;44.56999141;;;;;;;;;;;;;;;;;;;;
AUQ;C1;P1;2023-09-04;2023-09-21;17;0.1;15;3.3;22.6;9.7;19;5.3;1.4;26.3;3.5;7.9;51.4;14.4;29;2.9;0.8;26.3;1.2;3.9;2.2;2;2.9;43.43428393;;;;;;;;;;;;;;;;;;;;
SA;C4;P1;2023-08-28;2023-09-21;24;0.0829;13.7;2.8;20.9;10.3;16.4;5.3;1.5;29.5;3.4;8.6;44.1;10;23.7;2.8;0.8;30.1;1.2;4;2.3;1.9;2.5;49.75516089;;;;;;;;;;;;;;;;;;;;
SA;C4;P1;2023-08-28;2023-09-21;24;0.0983;15;1.8;11.9;11.8;20.9;5.3;0.9;16.7;3.9;7;52.2;10.1;19.4;2.9;0.5;16.1;1.9;3.9;2.2;2;2.6;39.51585693;;;;;;;;;;;;;;;;;;;;
AA;C5;P1;2023-08-28;2023-09-21;24;0.0769;13.5;1.7;12.3;9.8;17.6;4.9;0.7;13.9;3.9;6.1;45.3;9.5;20.9;2.8;0.4;15.1;1.7;3.6;2.1;1.8;2.4;38.06438737;;;;;;;;;;;;;;;;;;;;
AA;C5;P1;2023-08-28;2023-09-21;24;0.0648;13.1;1.8;13.9;7.3;15.9;4.9;0.9;19.4;3.5;7.9;41.6;7.1;17.1;2.8;0.6;21.1;1;3.7;2.1;1.9;2.8;45.40059557;;;;;;;;;;;;;;;;;;;;
AAP;C5;P1;2023-08-25;2023-09-21;27;0.1;15.1;1.8;11.7;11;18.3;5.4;1.2;22.6;4;8.5;51.4;8.7;16.8;2.9;0.6;22.2;1.5;3.7;2.2;2;2.5;43.37230484;;;;;;;;;;;;;;;;;;;;
AAP;C5;P1;2023-08-25;2023-09-21;27;0.1072;15.5;1.6;10.6;12.6;17.5;5.3;0.9;17.7;3.8;7.2;53.4;7.8;14.6;3;0.6;19.6;1.8;3.9;2.2;1.9;2.6;44.71644109;;;;;;;;;;;;;;;;;;;;
V;C4;P1;2023-09-03;2023-09-22;19;0.0896;14.3;3;20.3;9.3;18.8;5.9;1.2;19.7;4.2;8.2;52.7;14.1;26;2.5;0.7;27.3;1.3;3.8;2.2;1.9;2.3;46.91908539;;;;;;;;;;;;;;;;;;;;
V;C4;P1;2023-09-03;2023-09-22;19;0.0796;13.7;3.7;25.7;9.6;16.6;5.6;1.2;21.1;4.2;8.8;46.8;16.3;32.8;2.5;0.7;25.2;1.3;3.6;2.2;1.9;2.5;49.44128574;;;;;;;;;;;;;;;;;;;;
AAP;C5;P1;2023-08-25;2023-09-22;28;0.1035;15.1;1.9;12.4;11.6;18.2;5.6;1.3;22.4;3.8;8.5;55.2;11.5;20.9;2.8;0.6;19.8;1.5;3.6;2.1;1.8;2.4;42.44241417;;;;;;;;;;;;;;;;;;;;
AAP;C5;P1;2023-08-25;2023-09-22;28;0.1084;15.7;1.9;11.8;11.8;18.5;5.5;1.2;21.2;3.7;8;55.8;12.4;22.2;3;0.7;22.3;1.8;4.4;2.2;1.8;2.8;43.32303157;;;;;;;;;;;;;;;;;;;;
SMIX;C3.1;P1;2023-09-08;2023-09-22;14;0.055;11.6;2.7;23;8.4;15.6;4.9;1.3;26;3;6.2;35.5;12.2;34.5;2.5;0.5;22.1;1.5;3.8;2.1;1.8;2.4;58.67067715;;;;;;;;;;;;;;;;;;;;
SC;C5;P1;2023-09-08;2023-09-22;14;0.2191;19;4.2;23.4;13.3;24;7;1.5;22.9;4.6;9.1;86.8;25;30.7;2.8;0.6;22.2;1.9;3.8;2.1;1.7;2.4;36.13346039;;;;;;;;;;;;;;;;;;;;
SC;C5;P1;2023-09-08;2023-09-22;14;0.1475;16.8;3.8;23.9;13.3;21.2;5.8;1.4;25.2;4.1;9.1;63.7;17.6;29.2;3;0.7;25;1.8;4;2.2;1.8;2.8;36.86534091;;;;;;;;;;;;;;;;;;;;
SA;C4;P1;2023-08-28;2023-09-22;25;0.0773;13.3;2.4;18.7;11;16;5.1;1;21.1;3.4;7.8;42.9;9.5;22.8;2.7;0.6;21.5;1.4;3.7;2.1;1.8;2.4;41.72662618;;;;;;;;;;;;;;;;;;;;
